Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0.0,0,36,0.0,3610.0,67.0,0.0,8.0,3,1,1,30,147.08,0
0.0,0,36,0.0,5013.0,79.0,0.0,13.0,2,1,1,25,229.14,0
0.0,0,36,0.0,1333.0,38.0,0.0,4.0,3,1,2,30,54.84,0
16.0,0,36,0.0,14235.0,209.0,26.0,15.0,3,1,1,30,681.76,0
0.0,0,36,0.0,2190.0,11.0,455.0,5.0,3,1,1,30,1908.04,0
0.0,0,35,0.0,14580.0,166.0,122.0,13.0,2,1,1,25,1212.57,0
0.0,0,35,0.0,5595.0,70.0,158.0,9.0,3,1,1,30,858.6,0
4.404938271604938,0,35,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
4.404938271604938,0,36,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
5.062962962962963,0,35,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,35,0.0,6603.0,111.0,356.0,26.0,2,1,1,25,1904.13,0
0.0,0,35,0.0,10560.0,138.0,0.0,30.0,3,1,1,30,427.92,0
0.0,0,35,0.0,5813.0,59.0,80.0,20.0,2,1,1,25,624.24,0
7.0,0,31,0.0,50.0,2.0,0.0,1.0,2,1,2,25,2.34,1
12.0,0,34,5.0,9530.0,77.0,0.0,25.0,4,1,1,45,240.175,0
4.0,0,34,0.0,4913.0,82.0,0.0,7.0,2,1,1,25,224.775,1
0.0,0,32,0.0,1935.0,6.0,0.0,2.0,3,1,1,30,77.64,0
0.0,0,33,0.0,2085.0,25.0,0.0,9.0,2,1,2,25,94.95,1
0.0,1,34,0.0,1363.0,28.0,6.0,14.0,3,1,2,30,79.64,1
5.062962962962963,0,34,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
6.1467991169977925,0,34,0.7108167770419426,3517.0408388520973,59.59271523178808,24.480132450331126,21.607064017660043,3,1,1,30,262.5635540838852,0
0.0,0,31,0.0,5880.0,81.0,0.0,5.0,4,1,1,45,149.025,0
10.485849056603774,1,34,0.28773584905660377,2003.882075471698,39.04245283018868,18.57075471698113,16.75943396226415,4,1,2,45,150.33740566037736,1
4.404938271604938,0,34,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,1,45,93.81918518518518,0
16.0,0,29,0.0,15170.0,222.0,0.0,63.0,2,1,1,25,692.64,0
0.0,0,32,0.0,6060.0,100.0,243.0,16.0,2,2,1,25,1370.7,0
0.0,0,34,0.0,2813.0,66.0,0.0,11.0,2,1,1,25,129.555,0
0.0,0,33,0.0,760.0,28.0,10.0,3.0,3,1,2,30,71.52,0
0.0,0,34,0.0,1875.0,37.0,147.0,6.0,2,1,1,25,747.54,0
0.0,0,25,0.0,1903.0,20.0,165.0,8.0,2,2,1,25,829.035,0
0.0,0,24,0.0,663.0,23.0,2.0,51.0,4,1,1,45,22.15,0
4.404938271604938,0,25,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
4.404938271604938,0,24,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,2,45,93.81918518518518,0
6.1467991169977925,0,23,0.7108167770419426,3517.0408388520973,59.59271523178808,24.480132450331126,21.607064017660043,2,1,1,25,262.5635540838852,0
0.0,0,23,0.0,2320.0,45.0,0.0,6.0,3,1,1,30,94.6,0
6.1467991169977925,0,16,0.7108167770419426,3517.0408388520973,59.59271523178808,24.480132450331126,21.607064017660043,2,1,1,25,262.5635540838852,0
7.0,0,15,0.0,5488.0,125.0,57.0,25.0,1,2,1,15,622.215,0
3.0,0,13,0.0,8028.0,155.0,45.0,23.0,4,1,1,45,317.075,0
0.0,0,14,0.0,1948.0,29.0,3.0,2.0,3,1,1,30,91.08,0
0.0,0,7,0.0,3485.0,24.0,187.0,21.0,3,1,1,30,888.36,0
5.062962962962963,0,7,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,1,25,73.71651851851851,1
3.0,0,37,0.0,4180.0,71.0,30.0,19.0,3,1,1,30,290.04,0
0.0,0,38,0.0,128.0,5.0,32.0,6.0,3,1,2,30,133.32,0
5.0,0,36,0.0,2263.0,60.0,384.0,26.0,3,1,1,30,1628.92,0
5.0,0,37,0.0,4008.0,66.0,26.0,37.0,1,1,1,15,367.07,0
0.0,0,37,0.0,2203.0,58.0,27.0,35.0,2,1,1,25,223.245,0
6.0,0,37,1.0,3585.0,82.0,57.0,30.0,3,1,1,30,374.68,0
0.0,0,37,0.0,2170.0,39.0,310.0,20.0,3,1,1,30,1328.36,0
8.0,0,36,2.0,8925.0,121.0,169.0,45.0,3,1,1,30,1037.84,0
2.0,0,37,0.0,13583.0,169.0,25.0,46.0,3,1,1,30,650.08,0
2.0,0,37,1.0,4325.0,83.0,27.0,27.0,3,1,1,30,284.32,0
1.0,0,37,0.0,5728.0,95.0,32.0,14.0,3,1,1,30,360.92,0
4.0,0,37,0.0,2048.0,54.0,33.0,19.0,3,1,2,30,216.08,0
20.0,0,37,3.0,14950.0,225.0,79.0,34.0,3,1,1,30,923.0,0
0.0,0,37,1.0,2905.0,27.0,508.0,10.0,3,1,1,30,2149.28,0
4.0,0,36,0.0,15295.0,182.0,175.0,32.0,2,1,1,25,1483.965,0
0.0,0,36,1.0,6310.0,86.0,211.0,28.0,3,1,1,30,1099.84,0
0.0,0,36,0.0,685.0,14.0,25.0,13.0,2,1,2,25,143.955,0
0.0,0,37,0.0,520.0,14.0,38.0,10.0,3,1,2,30,173.36,0
0.0,0,36,0.0,0.0,0.0,25.0,0.0,2,1,2,25,112.5,1
0.0,0,36,0.0,7318.0,127.0,409.0,45.0,3,1,1,30,1933.8,0
2.0,0,36,1.0,11275.0,154.0,36.0,49.0,4,1,1,45,375.725,0
3.0,0,36,1.0,6528.0,75.0,133.0,39.0,2,1,1,25,895.635,0
18.0,0,32,0.0,765.0,47.0,41.0,19.0,3,1,2,30,196.48,1
16.0,0,35,8.0,10245.0,93.0,26.0,44.0,5,2,1,55,194.07,0
8.0,1,35,1.0,5628.0,98.0,51.0,26.0,2,1,1,25,487.17,1
0.0,0,33,0.0,2650.0,22.0,25.0,16.0,3,1,1,30,206.88,0
4.0,1,34,0.0,2800.0,41.0,34.0,18.0,3,1,2,30,249.64,1
4.0,0,35,0.0,2078.0,44.0,59.0,33.0,3,1,2,30,320.88,1
0.0,0,35,0.0,0.0,0.0,25.0,0.0,3,1,2,30,100.0,1
0.0,0,35,0.0,1478.0,25.0,25.0,8.0,4,1,1,45,100.075,0
0.0,0,32,1.0,6595.0,97.0,39.0,24.0,5,1,1,55,158.88,0
0.0,0,35,0.0,438.0,7.0,34.0,6.0,4,1,2,45,96.125,1
0.0,0,35,1.0,148.0,4.0,29.0,4.0,5,1,1,55,45.78,0
20.0,0,30,3.0,15885.0,238.0,25.0,82.0,2,1,1,25,838.035,0
1.0,0,33,3.0,6775.0,116.0,296.0,35.0,2,2,1,25,1642.095,0
0.0,0,35,0.0,3528.0,82.0,27.0,30.0,3,1,1,30,252.4,0
0.0,0,34,0.0,1475.0,44.0,63.0,22.0,3,1,2,30,312.76,0
1.0,0,35,0.0,2590.0,53.0,200.0,25.0,2,1,1,25,1018.935,0
0.0,0,26,1.0,1125.0,36.0,218.0,13.0,2,2,1,25,1033.245,0
0.0,0,25,0.0,1378.0,39.0,55.0,70.0,4,1,1,45,172.925,0
6.0,0,26,0.0,510.0,25.0,35.0,9.0,3,1,2,30,161.4,0
0.0,0,25,0.0,635.0,10.0,46.0,5.0,4,1,2,45,131.125,0
5.0,0,24,0.0,1035.0,32.0,44.0,15.0,2,1,1,25,246.015,0
0.0,0,24,0.0,3035.0,61.0,33.0,25.0,3,1,1,30,255.84,0
0.0,0,17,0.0,1505.0,26.0,53.0,16.0,2,1,1,25,307.395,0
11.0,0,16,1.0,6203.0,141.0,110.0,44.0,2,2,1,25,780.48,0
7.0,0,14,0.0,8743.0,171.0,98.0,42.0,5,1,1,55,280.71,0
3.0,0,15,3.0,2663.0,45.0,56.0,21.0,3,1,1,30,332.32,0
0.0,0,8,1.0,4200.0,40.0,240.0,12.0,3,1,1,30,1129.6,0
0.0,1,8,1.0,1298.0,19.0,25.0,9.0,3,1,1,30,152.68,1
3.0,0,35,0.0,3950.0,59.0,0.0,11.0,2,1,1,25,180.405,0
4.404938271604938,0,36,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
5.0,0,34,0.0,2033.0,48.0,320.0,18.0,2,1,1,25,1533.645,0
5.0,0,35,0.0,3778.0,54.0,0.0,29.0,1,1,1,15,210.76,0
0.0,0,35,0.0,1973.0,46.0,0.0,27.0,1,1,1,15,111.045,0
6.0,0,35,0.0,3355.0,70.0,0.0,22.0,2,1,1,25,154.125,0
0.0,0,35,0.0,1940.0,27.0,246.0,12.0,3,1,1,30,1062.68,0
8.0,0,34,0.0,8695.0,109.0,105.0,37.0,3,1,1,30,772.16,0
2.0,0,35,0.0,13353.0,157.0,0.0,38.0,3,1,1,30,540.4,0
2.0,0,35,0.0,4095.0,71.0,0.0,19.0,3,1,1,30,166.64,0
1.0,0,35,0.0,5498.0,83.0,0.0,6.0,2,1,1,25,251.145,0
4.0,0,35,0.0,1818.0,42.0,0.0,11.0,3,1,2,30,74.4,0
20.0,0,35,1.0,14720.0,213.0,15.0,26.0,2,1,1,25,739.485,0
0.0,0,35,0.0,2675.0,15.0,444.0,2.0,3,1,1,30,1883.6,0
4.0,0,34,0.0,15065.0,170.0,111.0,24.0,2,1,1,25,1185.075,0
0.0,0,34,0.0,6080.0,74.0,147.0,20.0,3,1,1,30,834.16,0
0.0,0,34,0.0,455.0,2.0,0.0,5.0,2,1,2,25,20.565,0
0.0,0,35,0.0,290.0,2.0,0.0,2.0,2,1,2,25,13.14,0
5.062962962962963,0,34,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,34,0.0,7088.0,115.0,345.0,37.0,2,1,1,25,1876.635,0
2.0,0,34,0.0,11045.0,142.0,0.0,41.0,3,1,1,30,447.48,0
3.0,0,34,0.0,6298.0,63.0,69.0,31.0,2,1,1,25,596.745,0
18.0,0,30,0.0,535.0,35.0,0.0,11.0,2,1,2,25,25.65,1
16.0,0,33,6.0,10015.0,81.0,0.0,36.0,4,1,1,45,252.4,0
8.0,0,33,0.0,5398.0,86.0,0.0,18.0,2,1,1,25,246.78,1
0.0,0,31,0.0,2420.0,10.0,0.0,8.0,3,1,1,30,97.2,0
4.0,1,32,0.0,2570.0,29.0,0.0,10.0,2,1,2,25,116.955,1
4.0,0,33,0.0,1848.0,32.0,0.0,25.0,3,1,2,30,75.2,1
5.062962962962963,0,33,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,33,0.0,1248.0,13.0,0.0,3.0,3,1,1,30,50.44,0
0.0,0,30,0.0,6365.0,85.0,0.0,16.0,4,1,1,45,161.25,0
5.062962962962963,0,33,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,3,1,2,30,73.71651851851851,1
4.404938271604938,0,33,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,1,45,93.81918518518518,0
20.0,0,28,1.0,15655.0,226.0,0.0,74.0,2,1,1,25,714.645,0
1.0,0,31,1.0,6545.0,104.0,232.0,27.0,2,2,1,25,1343.205,0
0.0,0,33,0.0,3298.0,70.0,0.0,22.0,2,1,1,25,151.56,0
0.0,0,32,0.0,1245.0,32.0,0.0,14.0,3,1,2,30,51.08,0
1.0,0,33,0.0,2360.0,41.0,136.0,17.0,2,1,1,25,720.045,0
0.0,0,24,0.0,895.0,24.0,154.0,5.0,2,2,1,25,734.355,0
0.0,0,23,0.0,1148.0,27.0,0.0,62.0,4,1,1,45,29.375,0
6.0,0,24,0.0,280.0,13.0,0.0,1.0,2,1,2,25,13.185,0
4.404938271604938,0,23,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,2,45,93.81918518518518,0
5.0,0,22,0.0,805.0,20.0,0.0,7.0,1,1,1,15,45.375,0
0.0,0,22,0.0,2805.0,49.0,0.0,17.0,3,1,1,30,114.16,0
0.0,0,15,0.0,1275.0,14.0,0.0,8.0,2,1,1,25,58.005,0
11.0,0,14,0.0,5973.0,129.0,46.0,36.0,1,2,1,15,588.61,0
7.0,0,12,0.0,8513.0,159.0,34.0,34.0,4,1,1,45,301.8,0
3.0,0,13,1.0,2433.0,33.0,0.0,13.0,3,1,1,30,98.64,0
0.0,0,6,0.0,3970.0,28.0,176.0,4.0,2,1,1,25,971.91,0
0.0,1,6,0.0,1068.0,7.0,0.0,1.0,2,1,1,25,48.375,1
5.0,0,36,0.0,4255.0,66.0,7.0,18.0,2,1,1,25,225.945,0
0.0,0,37,0.0,0.0,0.0,9.0,0.0,2,1,2,25,40.5,0
7.0,0,35,0.0,2338.0,55.0,361.0,25.0,2,1,1,25,1732.185,0
7.0,0,36,0.0,4083.0,61.0,3.0,36.0,1,1,1,15,244.42,0
0.0,0,36,0.0,2278.0,53.0,4.0,34.0,1,1,1,15,150.205,0
8.0,0,36,0.0,3660.0,77.0,34.0,29.0,2,1,1,25,321.165,0
1.0,0,36,0.0,2245.0,34.0,287.0,19.0,3,1,1,30,1239.16,0
10.0,0,35,1.0,9000.0,116.0,146.0,44.0,3,1,1,30,948.64,0
4.0,0,36,0.0,13658.0,164.0,2.0,45.0,3,1,1,30,560.88,0
4.0,0,36,0.0,4400.0,78.0,4.0,26.0,3,1,1,30,195.12,0
3.0,0,36,0.0,5803.0,90.0,9.0,13.0,2,1,1,25,305.685,0
6.0,1,36,0.0,2123.0,49.0,10.0,18.0,3,1,2,30,126.88,0
22.0,0,36,2.0,15025.0,220.0,56.0,33.0,3,1,1,30,833.8,0
1.0,0,36,0.0,2980.0,22.0,485.0,9.0,3,1,1,30,2060.08,0
6.0,0,35,0.0,15370.0,177.0,152.0,31.0,2,1,1,25,1383.615,0
0.0,0,35,0.0,6385.0,81.0,188.0,27.0,3,1,1,30,1010.64,0
0.0,0,35,0.0,760.0,9.0,2.0,12.0,2,1,2,25,43.605,0
0.0,0,36,0.0,595.0,9.0,15.0,9.0,2,1,2,25,94.68,0
0.0,0,35,0.0,0.0,0.0,2.0,0.0,2,1,2,25,9.0,1
0.0,0,35,0.0,7393.0,122.0,386.0,44.0,2,1,1,25,2075.175,0
4.0,0,35,0.0,11350.0,149.0,13.0,48.0,3,1,1,30,511.96,0
5.0,0,35,0.0,6603.0,70.0,110.0,38.0,2,1,1,25,795.285,0
20.0,0,31,0.0,840.0,42.0,18.0,18.0,2,1,2,25,120.69,1
18.0,0,34,7.0,10320.0,88.0,3.0,43.0,4,1,1,45,267.7,0
10.0,0,34,0.0,5703.0,93.0,28.0,25.0,2,1,1,25,386.82,1
0.0,0,32,0.0,2725.0,17.0,2.0,15.0,3,1,1,30,117.68,0
6.0,0,33,0.0,2875.0,36.0,11.0,17.0,2,1,2,25,180.495,1
6.0,1,34,0.0,2153.0,39.0,36.0,32.0,3,1,2,30,231.68,1
0.0,0,34,0.0,0.0,0.0,2.0,0.0,3,1,2,30,8.0,1
0.0,0,34,0.0,1553.0,20.0,2.0,7.0,3,1,1,30,70.92,0
0.0,0,31,0.0,6670.0,92.0,16.0,23.0,4,1,1,45,209.05,0
0.0,0,34,0.0,513.0,2.0,11.0,5.0,4,1,2,45,40.375,1
0.0,0,34,0.0,0.0,0.0,6.0,0.0,5,1,1,55,9.0,0
22.0,0,29,2.0,15960.0,233.0,2.0,81.0,2,1,1,25,737.685,0
3.0,0,32,2.0,6850.0,111.0,273.0,34.0,2,2,1,25,1541.745,0
0.0,0,34,0.0,3603.0,77.0,4.0,29.0,2,1,1,25,183.6,0
0.0,0,33,0.0,1550.0,39.0,40.0,21.0,3,1,2,30,223.56,0
3.0,0,34,0.0,2665.0,48.0,177.0,24.0,2,1,1,25,918.585,0
1.0,0,25,0.0,1200.0,31.0,195.0,12.0,2,2,1,25,932.895,0
1.0,0,24,0.0,1453.0,34.0,32.0,69.0,4,1,1,45,117.175,0
8.0,0,25,0.0,585.0,20.0,12.0,8.0,2,1,2,25,81.225,0
0.0,0,24,0.0,710.0,5.0,23.0,4.0,4,1,2,45,75.375,0
7.0,0,23,0.0,1110.0,27.0,21.0,14.0,2,1,1,25,145.665,0
0.0,0,23,0.0,3110.0,56.0,10.0,24.0,3,1,1,30,166.64,0
0.0,0,16,0.0,1580.0,21.0,30.0,15.0,2,1,1,25,207.045,0
13.0,0,15,0.0,6277.0,136.0,87.0,43.0,1,2,1,15,831.215,0
9.0,0,13,0.0,8817.0,166.0,75.0,41.0,4,1,1,45,412.075,0
5.0,0,14,2.0,2737.0,40.0,33.0,20.0,3,1,1,30,243.08,0
0.0,0,7,0.0,4275.0,35.0,217.0,11.0,3,1,1,30,1040.4,0
0.0,1,7,0.0,1372.0,14.0,2.0,8.0,2,1,1,25,71.37,1
1.0,0,36,0.0,3875.0,64.0,0.0,12.0,2,1,1,25,177.255,0
4.404938271604938,0,37,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
3.0,0,35,0.0,1958.0,53.0,343.0,19.0,2,1,1,25,1633.995,0
3.0,0,36,0.0,3703.0,59.0,0.0,30.0,2,1,1,25,169.29,0
0.0,0,36,0.0,1898.0,51.0,0.0,28.0,1,1,1,15,107.195,0
4.0,0,36,0.0,3280.0,75.0,16.0,23.0,2,1,1,25,222.975,0
0.0,0,36,0.0,1865.0,32.0,269.0,13.0,3,1,1,30,1151.88,0
6.0,0,35,1.0,8620.0,114.0,128.0,38.0,3,1,1,30,861.36,0
0.0,0,36,0.0,13278.0,162.0,0.0,39.0,3,1,1,30,537.6,0
0.0,0,36,0.0,4020.0,76.0,0.0,20.0,3,1,1,30,163.84,0
0.0,0,36,0.0,5423.0,88.0,0.0,7.0,2,1,1,25,247.995,0
2.0,0,36,0.0,1743.0,47.0,0.0,12.0,3,1,2,30,71.6,0
18.0,0,36,2.0,14645.0,218.0,38.0,27.0,3,1,1,30,746.52,0
0.0,0,36,0.0,2600.0,20.0,467.0,3.0,3,1,1,30,1972.8,0
2.0,0,35,0.0,14990.0,175.0,134.0,25.0,2,1,1,25,1285.425,0
0.0,0,35,0.0,6005.0,79.0,170.0,21.0,3,1,1,30,923.36,0
0.0,0,35,0.0,380.0,7.0,0.0,6.0,2,1,2,25,17.415,0
0.0,0,36,0.0,215.0,7.0,0.0,3.0,2,1,2,25,9.99,0
5.062962962962963,0,35,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,35,0.0,7013.0,120.0,368.0,38.0,2,1,1,25,1976.985,0
0.0,0,35,0.0,10970.0,147.0,0.0,42.0,3,1,1,30,444.68,0
1.0,0,35,0.0,6223.0,68.0,92.0,32.0,2,1,1,25,697.095,0
16.0,1,31,0.0,460.0,40.0,0.0,12.0,2,1,2,25,22.5,1
14.0,0,34,7.0,9940.0,86.0,0.0,37.0,4,1,1,45,250.65,0
6.0,0,34,0.0,5323.0,91.0,10.0,19.0,2,1,1,25,288.63,1
0.0,0,32,0.0,2345.0,15.0,0.0,9.0,3,1,1,30,94.4,0
2.0,1,33,0.0,2495.0,34.0,0.0,11.0,2,1,2,25,113.805,1
2.0,0,34,0.0,1773.0,37.0,18.0,26.0,3,1,2,30,144.4,1
5.062962962962963,0,34,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,3,1,2,30,73.71651851851851,1
0.0,0,34,0.0,1173.0,18.0,0.0,1.0,3,1,1,30,47.64,0
0.0,0,31,0.0,6290.0,90.0,0.0,17.0,4,1,1,45,159.5,0
5.062962962962963,0,34,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,4,1,2,45,73.71651851851851,1
9.033766233766233,0,34,2.207792207792208,5910.688311688312,85.52207792207793,27.4987012987013,34.774025974025975,5,1,1,55,181.49785714285716,0
18.0,0,29,2.0,15580.0,231.0,0.0,75.0,2,1,1,25,711.495,0
0.0,0,32,2.0,6470.0,109.0,255.0,28.0,2,2,1,25,1443.555,0
0.0,0,34,0.0,3223.0,75.0,0.0,23.0,2,1,1,25,148.41,0
0.0,0,33,0.0,1170.0,37.0,22.0,15.0,3,1,2,30,136.28,0
0.0,0,34,0.0,2285.0,46.0,159.0,18.0,2,1,1,25,820.395,0
0.0,0,25,0.0,820.0,29.0,177.0,6.0,2,2,1,25,834.705,0
0.0,0,24,0.0,1073.0,32.0,14.0,63.0,4,1,1,45,62.625,0
4.0,0,25,0.0,205.0,18.0,0.0,2.0,2,1,2,25,10.035,0
0.0,0,24,0.0,0.0,0.0,5.0,0.0,4,1,2,45,12.5,0
3.0,0,23,0.0,730.0,25.0,3.0,8.0,2,1,1,25,47.475,0
0.0,0,23,0.0,2730.0,54.0,0.0,18.0,3,1,1,30,111.36,0
0.0,0,16,0.0,1200.0,19.0,12.0,9.0,2,1,1,25,108.855,0
9.0,0,15,0.0,5897.0,134.0,69.0,37.0,1,2,1,15,711.205,0
5.0,0,13,0.0,8437.0,164.0,57.0,35.0,4,1,1,45,357.525,0
1.0,0,14,2.0,2357.0,38.0,15.0,14.0,3,1,1,30,155.8,0
0.0,0,7,0.0,3895.0,33.0,199.0,5.0,3,1,1,30,953.12,0
0.0,0,7,0.0,992.0,12.0,0.0,2.0,2,1,1,25,45.18,1
1.0,0,31,0.0,4065.0,59.0,0.0,14.0,2,1,1,25,185.58,0
4.404938271604938,0,32,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
3.0,0,30,0.0,2148.0,48.0,344.0,21.0,2,1,1,25,1646.82,0
3.0,0,31,0.0,3893.0,54.0,0.0,32.0,1,1,1,15,217.085,0
0.0,0,31,0.0,2088.0,46.0,0.0,30.0,1,1,1,15,117.37,0
4.0,0,31,0.0,3470.0,70.0,17.0,25.0,2,1,1,25,235.8,0
0.0,0,31,0.0,2055.0,27.0,270.0,15.0,3,1,1,30,1163.28,0
6.0,0,30,0.0,8810.0,109.0,129.0,40.0,3,1,1,30,872.76,0
0.0,0,31,0.0,13468.0,157.0,0.0,41.0,3,1,1,30,545.0,0
0.0,0,31,0.0,4210.0,71.0,0.0,22.0,3,1,1,30,171.24,0
0.0,0,31,0.0,5613.0,83.0,0.0,9.0,2,1,1,25,256.32,0
2.0,0,31,0.0,1933.0,42.0,0.0,14.0,3,1,2,30,79.0,0
18.0,0,31,1.0,14835.0,213.0,39.0,29.0,2,1,1,25,852.66,0
0.0,0,31,0.0,2790.0,15.0,468.0,5.0,3,1,1,30,1984.2,0
2.0,0,30,0.0,15180.0,170.0,135.0,27.0,2,1,1,25,1298.25,0
0.0,0,30,0.0,6195.0,74.0,171.0,23.0,3,1,1,30,934.76,0
0.0,0,30,0.0,570.0,2.0,0.0,8.0,2,1,2,25,25.74,0
0.0,0,31,0.0,405.0,2.0,0.0,5.0,2,1,2,25,18.315,0
5.062962962962963,0,30,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,30,0.0,7203.0,115.0,369.0,40.0,2,1,1,25,1989.81,0
0.0,0,30,0.0,11160.0,142.0,0.0,44.0,3,1,1,30,452.08,0
1.0,0,30,0.0,6413.0,63.0,93.0,34.0,2,1,1,25,709.92,0
16.0,0,26,0.0,650.0,35.0,1.0,14.0,2,1,2,25,35.325,1
14.0,0,29,6.0,10130.0,81.0,0.0,39.0,4,1,1,45,255.275,0
6.0,0,29,0.0,5513.0,86.0,11.0,21.0,2,1,1,25,301.455,1
0.0,0,27,0.0,2535.0,10.0,0.0,11.0,3,1,1,30,101.8,0
2.0,0,28,0.0,2685.0,29.0,0.0,13.0,2,1,2,25,122.13,1
2.0,0,29,0.0,1963.0,32.0,19.0,28.0,3,1,2,30,155.8,1
5.062962962962963,0,29,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,29,0.0,1363.0,13.0,0.0,3.0,3,1,1,30,55.04,0
0.0,0,26,0.0,6480.0,85.0,0.0,19.0,4,1,1,45,164.125,0
5.062962962962963,0,29,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,3,1,2,30,73.71651851851851,1
4.404938271604938,0,29,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,1,45,93.81918518518518,0
18.0,0,24,1.0,15770.0,226.0,0.0,77.0,2,1,1,25,719.82,0
0.0,0,27,1.0,6660.0,104.0,256.0,30.0,2,2,1,25,1456.38,0
0.0,0,29,0.0,3413.0,70.0,0.0,25.0,2,1,1,25,156.735,0
0.0,0,28,0.0,1360.0,32.0,23.0,17.0,3,1,2,30,147.68,0
0.0,0,29,0.0,2475.0,41.0,160.0,20.0,2,1,1,25,833.22,0
0.0,0,20,0.0,1010.0,24.0,178.0,8.0,2,2,1,25,847.53,0
0.0,0,19,0.0,1263.0,27.0,15.0,65.0,4,1,1,45,69.75,0
4.0,0,20,0.0,395.0,13.0,0.0,4.0,2,1,2,25,18.36,0
0.0,0,19,0.0,520.0,4.0,6.0,2.0,4,1,2,45,28.1,0
3.0,0,18,0.0,920.0,20.0,4.0,10.0,1,1,1,15,73.7,0
0.0,0,18,0.0,2920.0,49.0,0.0,20.0,3,1,1,30,118.76,0
0.0,0,11,0.0,1390.0,14.0,13.0,11.0,2,1,1,25,121.68,0
9.0,0,10,0.0,6087.0,129.0,70.0,39.0,1,2,1,15,726.88,0
5.0,0,8,0.0,8627.0,159.0,58.0,37.0,4,1,1,45,364.65,0
1.0,0,9,1.0,2547.0,33.0,16.0,16.0,3,1,1,30,167.2,0
0.0,0,3,0.0,4085.0,28.0,200.0,7.0,2,1,1,25,1085.085,0
0.0,0,3,0.0,1182.0,7.0,0.0,4.0,2,1,1,25,53.505,1
5.0,0,41,0.0,4065.0,71.0,6.0,16.0,3,1,1,30,189.44,0
0.0,0,42,0.0,13.0,5.0,8.0,3.0,3,1,2,30,32.72,0
7.0,0,40,0.0,2148.0,60.0,360.0,23.0,3,1,1,30,1528.32,0
7.0,0,41,0.0,3893.0,66.0,2.0,34.0,1,1,1,15,228.745,0
0.0,0,41,0.0,2088.0,58.0,3.0,32.0,2,1,1,25,110.07,0
8.0,0,41,1.0,3470.0,82.0,33.0,27.0,3,1,1,30,274.08,0
1.0,0,41,0.0,2055.0,39.0,286.0,17.0,3,1,1,30,1227.76,0
10.0,0,40,2.0,8810.0,121.0,145.0,42.0,3,1,1,30,937.24,0
4.0,0,41,0.0,13468.0,169.0,1.0,43.0,3,1,1,30,549.48,0
4.0,0,41,1.0,4210.0,83.0,3.0,24.0,3,1,1,30,183.72,0
3.0,0,41,0.0,5613.0,95.0,8.0,11.0,3,1,1,30,260.32,0
6.0,0,41,0.0,1933.0,54.0,9.0,16.0,3,1,2,30,115.48,0
22.0,0,41,3.0,14835.0,225.0,55.0,31.0,3,1,1,30,822.4,0
1.0,0,41,1.0,2790.0,27.0,484.0,7.0,3,1,1,30,2048.68,0
6.0,0,40,0.0,15180.0,182.0,151.0,29.0,2,1,1,25,1370.79,0
